"(0, 'NNP', 'nsubj', 1, 'VBZ')","(1, 'VBZ', 'ROOT', 1, 'VBZ')","(2, 'DTS', 'det', 3, 'NN')","(3, 'NN', 'dobj', 1, 'VBZ')"
"(0, 'NNP', 'nsubj', 1, 'VBZ')","(1, 'VBZ', 'ROOT', 1, 'VBZ')","(2, 'NN', 'dobj', 1, 'VBZ')"
"(0, 'DTS', 'det', 1, 'NN')","(1, 'NN', 'nsubj', 2, 'VBZ')","(2, 'VBZ', 'ROOT', 2, 'VBZ')","(3, 'DTS', 'det', 4, 'NN')","(4, 'NN', 'dobj', 2, 'VBZ')"
"(0, 'NNP', 'nsubjpass', 2, 'VBN')","(1, 'VBZ', 'auxpass', 2, 'VBN')","(2, 'VBN', 'ROOT', 2, 'VBN')","(3, 'IN', 'agent', 2, 'VBN')","(4, 'DTP', 'det', 5, 'NNS')","(5, 'NNS', 'pobj', 3, 'IN')"
"(0, 'NNP', 'nsubj', 2, 'VBG')","(1, 'VBZ', 'aux', 2, 'VBG')","(2, 'VBG', 'ROOT', 2, 'VBG')","(3, 'DTS', 'det', 4, 'NN')","(4, 'NN', 'dobj', 2, 'VBG')"
"(0, 'DTS', 'det', 1, 'NN')","(1, 'NN', 'nsubjpass', 5, 'VBN')","(2, 'IN', 'prep', 1, 'NN')","(3, 'NNP', 'pobj', 2, 'IN')","(4, 'VBZ', 'auxpass', 5, 'VBN')","(5, 'VBN', 'ROOT', 5, 'VBN')","(6, 'IN', 'agent', 5, 'VBN')","(7, 'DTS', 'det', 8, 'NN')","(8, 'NN', 'pobj', 6, 'IN')"
"(0, 'DTP', 'det', 1, 'NNS')","(1, 'NNS', 'nsubj', 2, 'VBZ')","(2, 'VBZ', 'ROOT', 2, 'VBZ')","(3, 'JJ', 'acomp', 2, 'VBZ')"
"(0, 'PRP$', 'poss', 1, 'NN')","(1, 'NN', 'nsubj', 2, 'VBZ')","(2, 'VBZ', 'ROOT', 2, 'VBZ')","(3, 'NNP', 'attr', 2, 'VBZ')"
"(0, 'DTS', 'det', 2, 'NN')","(1, 'JJ', 'amod', 2, 'NN')","(2, 'NN', 'nsubj', 3, 'VBZ')","(3, 'VBZ', 'ROOT', 3, 'VBZ')","(4, 'IN', 'prep', 3, 'VBZ')","(5, 'PRP$', 'poss', 6, 'NN')","(6, 'NN', 'pobj', 4, 'IN')"
"(0, 'DTP', 'det', 2, 'NNS')","(1, 'JJ', 'amod', 2, 'NNS')","(2, 'NNS', 'nsubj', 3, 'VBZ')","(3, 'VBZ', 'ROOT', 3, 'VBZ')","(4, 'IN', 'prep', 3, 'VBZ')","(5, 'PRP$', 'poss', 6, 'NN')","(6, 'NN', 'pobj', 4, 'IN')"
"(0, 'PRP', 'nsubj', 1, 'VBP')","(1, 'VBP', 'ROOT', 1, 'VBP')","(2, 'DTS', 'det', 3, 'NN')","(3, 'NN', 'dobj', 1, 'VBP')"
"(0, 'PRP$', 'poss', 1, 'NN')","(1, 'NN', 'nsubj', 2, 'VBD')","(2, 'VBD', 'ROOT', 2, 'VBD')","(3, 'IN', 'prep', 2, 'VBD')","(4, 'DTP', 'det', 5, 'NN')","(5, 'NNU', 'pobj', 3, 'IN')"
"(0, 'PRP', 'nsubj', 1, 'VBP')","(1, 'VBP', 'ROOT', 1, 'VBP')","(2, 'DTP', 'det', 3, 'NN')","(3, 'NN', 'nsubj', 6, 'VBN')","(4, 'MD', 'aux', 6, 'VBN')","(5, 'VB', 'aux', 6, 'VBN')","(6, 'VBN', 'ccomp', 1, 'VBP')","(7, 'DTP', 'det', 8, 'NN')","(8, 'NN', 'dobj', 6, 'VBN')"
"(0, 'PRP', 'nsubj', 1, 'VBP')","(1, 'VBP', 'ROOT', 1, 'VBP')","(2, 'IN', 'mark', 8, 'VBN')","(3, 'DTP', 'det', 4, 'NN')","(4, 'NN', 'nsubj', 8, 'VBN')","(5, 'MD', 'aux', 8, 'VBN')","(6, 'RB', 'neg', 8, 'VBN')","(7, 'VB', 'aux', 8, 'VBN')","(8, 'VBN', 'ccomp', 1, 'VBP')","(9, 'DTP', 'det', 10, 'NN')","(10, 'NN', 'dobj', 8, 'VBN')"
"(0, 'JJ', 'amod', 1, 'NN')","(1, 'NN', 'npadvmod', 3, 'VBP')","(2, 'PRP', 'nsubj', 3, 'VBP')","(3, 'VBP', 'ROOT', 3, 'VBP')","(4, 'IN', 'prep', 3, 'VBP')","(5, 'PRP', 'pobj', 4, 'IN')"
"(0, 'PRP', 'nsubj', 1, 'VBP')","(1, 'VBP', 'ROOT', 1, 'VBP')","(2, 'PRP$', 'poss', 3, 'NN')","(3, 'NN', 'dobj', 1, 'VBP')"
"(0, 'NNP', 'nsubj', 1, 'VBZ')","(1, 'VBZ', 'ROOT', 1, 'VBZ')","(2, 'TO', 'aux', 3, 'VB')","(3, 'VB', 'xcomp', 1, 'VBZ')","(4, 'DTS', 'det', 6, 'NN')","(5, 'JJ', 'amod', 6, 'NN')","(6, 'NN', 'dobj', 3, 'VB')","(7, 'IN', 'prep', 6, 'NN')","(8, 'NN', 'pobj', 7, 'IN')"
"(0, 'EX', 'expl', 1, 'VBZ')","(1, 'VBZ', 'ROOT', 1, 'VBZ')","(2, 'CD', 'nummod', 3, 'NN')","(3, 'NN', 'attr', 1, 'VBZ')"
"(0, 'PRP', 'nsubj', 1, 'VBP')","(1, 'VBP', 'ROOT', 1, 'VBP')","(2, 'VBP', 'xcomp', 1, 'VBP')","(3, 'RB', 'advmod', 6, 'NN')","(4, 'NNP', 'poss', 6, 'NN')","(5, 'POS', 'case', 4, 'NNP')","(6, 'NN', 'dobj', 2, 'VBP')"
"(0, 'PRP', 'nsubj', 1, 'VBP')","(1, 'VBP', 'ROOT', 1, 'VBP')","(2, 'NN', 'dobj', 1, 'VBP')"
"(0, 'PRP', 'nsubj', 2, 'VB')","(1, 'MD', 'aux', 2, 'VB')","(2, 'VB', 'ROOT', 2, 'VB')","(3, 'RP', 'advmod', 2, 'VB')"
"(0, 'DTP', 'det', 1, 'NNS')","(1, 'NNS', 'poss', 3, 'NN')","(2, 'POS', 'case', 1, 'NNS')","(3, 'NN', 'ROOT', 3, 'NN')"
"(0, 'PRP', 'nsubj', 2, 'VBG')","(1, 'VBP', 'aux', 2, 'VBG')","(2, 'VBG', 'ROOT', 2, 'VBG')","(3, 'IN', 'prep', 2, 'VBG')","(4, 'PRP', 'pobj', 3, 'IN')"
"(0, 'PRP', 'nsubj', 1, 'VBP')","(1, 'VBP', 'ROOT', 1, 'VBP')","(2, 'TO', 'aux', 3, 'VB')","(3, 'VB', 'xcomp', 1, 'VBP')","(4, 'DTP', 'det', 5, 'NNS')","(5, 'NNS', 'dobj', 3, 'VB')","(6, 'IN', 'prep', 3, 'VB')","(7, 'DTP', 'det', 8, 'NN')","(8, 'NN', 'pobj', 6, 'IN')"
